Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES","COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES","COMMODITY TOTALS, OPERATIONS WITH SALES","COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $","COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $","COMMODITY TOTALS, SALES, MEASURED IN $",Domain,Domain Category,Value,CV (%)
CENSUS,2022,YEAR,,COUNTY,NEW YORK,36,WESTERN,40,LIVINGSTON,51,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",108,,108,,,,TOTAL,NOT SPECIFIED,108,13.8
CENSUS,2022,YEAR,,COUNTY,NEW YORK,36,WESTERN,40,LIVINGSTON,51,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,3116000,,3116000,TOTAL,NOT SPECIFIED,"3,116,000",(L)
CENSUS,2022,YEAR,,COUNTY,NEW YORK,36,WESTERN,40,MONROE,55,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",91,,91,,,,TOTAL,NOT SPECIFIED,91,13.8
CENSUS,2022,YEAR,,COUNTY,NEW YORK,36,WESTERN,40,MONROE,55,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,4661000,,4661000,TOTAL,NOT SPECIFIED,"4,661,000",(L)
CENSUS,2022,YEAR,,COUNTY,NEW YORK,36,WESTERN,40,NIAGARA,63,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",163,,163,,,,TOTAL,NOT SPECIFIED,163,13.8
CENSUS,2022,YEAR,,COUNTY,NEW YORK,36,WESTERN,40,NIAGARA,63,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,10629000,,10629000,TOTAL,NOT SPECIFIED,"10,629,000",(L)
CENSUS,2022,YEAR,,COUNTY,NEW YORK,36,WESTERN,40,ONTARIO,69,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",137,,137,,,,TOTAL,NOT SPECIFIED,137,13.8
CENSUS,2022,YEAR,,COUNTY,NEW YORK,36,WESTERN,40,ONTARIO,69,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,10479000,,10479000,TOTAL,NOT SPECIFIED,"10,479,000",(L)
CENSUS,2022,YEAR,,COUNTY,NEW YORK,36,WESTERN,40,ORLEANS,73,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",77,,77,,,,TOTAL,NOT SPECIFIED,77,13.8
CENSUS,2022,YEAR,,COUNTY,NEW YORK,36,WESTERN,40,ORLEANS,73,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,1754000,,1754000,TOTAL,NOT SPECIFIED,"1,754,000",(L)
CENSUS,2022,YEAR,,COUNTY,NEW YORK,36,WESTERN,40,SENECA,99,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",82,,82,,,,TOTAL,NOT SPECIFIED,82,13.8
CENSUS,2022,YEAR,,COUNTY,NEW YORK,36,WESTERN,40,SENECA,99,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,30380000,,30380000,TOTAL,NOT SPECIFIED,"30,380,000",(L)
CENSUS,2022,YEAR,,COUNTY,NEW YORK,36,WESTERN,40,WAYNE,117,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",157,,157,,,,TOTAL,NOT SPECIFIED,157,13.8
CENSUS,2022,YEAR,,COUNTY,NEW YORK,36,WESTERN,40,WAYNE,117,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,2898000,,2898000,TOTAL,NOT SPECIFIED,"2,898,000",(L)
CENSUS,2022,YEAR,,COUNTY,NEW YORK,36,WESTERN,40,WYOMING,121,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",103,,103,,,,TOTAL,NOT SPECIFIED,103,13.8
CENSUS,2022,YEAR,,COUNTY,NEW YORK,36,WESTERN,40,WYOMING,121,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,1594000,,1594000,TOTAL,NOT SPECIFIED,"1,594,000",(L)
CENSUS,2022,YEAR,,COUNTY,NEW YORK,36,WESTERN,40,YATES,123,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",121,,121,,,,TOTAL,NOT SPECIFIED,121,13.8
CENSUS,2022,YEAR,,COUNTY,NEW YORK,36,WESTERN,40,YATES,123,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,22899000,,22899000,TOTAL,NOT SPECIFIED,"22,899,000",(L)
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,BEAUFORT,13,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",30,,30,,,,TOTAL,NOT SPECIFIED,30,32.2
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,BEAUFORT,13,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,1289000,,1289000,TOTAL,NOT SPECIFIED,"1,289,000",(L)
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,CARTERET,31,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",16,,16,,,,TOTAL,NOT SPECIFIED,16,32.2
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,CARTERET,31,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,1609000,,1609000,TOTAL,NOT SPECIFIED,"1,609,000",(L)
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,CRAVEN,49,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",40,,40,,,,TOTAL,NOT SPECIFIED,40,32.2
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,CRAVEN,49,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,60000,,60000,TOTAL,NOT SPECIFIED,"60,000",(L)
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,GREENE,79,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",15,,15,,,,TOTAL,NOT SPECIFIED,15,32.2
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,GREENE,79,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,218000,,218000,TOTAL,NOT SPECIFIED,"218,000",(L)
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,HYDE,95,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",1,,1,,,,TOTAL,NOT SPECIFIED,1,32.2
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,HYDE,95,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,, (D),,,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",66,,66,,,,TOTAL,NOT SPECIFIED,66,32.2
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,1205000,,1205000,TOTAL,NOT SPECIFIED,"1,205,000",(L)
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JONES,103,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",5,,5,,,,TOTAL,NOT SPECIFIED,5,32.2
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JONES,103,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,17000,,17000,TOTAL,NOT SPECIFIED,"17,000",(L)
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,LENOIR,107,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",15,,15,,,,TOTAL,NOT SPECIFIED,15,32.2
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,LENOIR,107,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,, (D),,,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,PAMLICO,137,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",8,,8,,,,TOTAL,NOT SPECIFIED,8,32.2
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,PAMLICO,137,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,33000,,33000,TOTAL,NOT SPECIFIED,"33,000",(L)
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,PITT,147,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",27,,27,,,,TOTAL,NOT SPECIFIED,27,32.2
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,PITT,147,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,149000,,149000,TOTAL,NOT SPECIFIED,"149,000",(L)
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,WAYNE,191,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",32,,32,,,,TOTAL,NOT SPECIFIED,32,32.2
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,WAYNE,191,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,169000,,169000,TOTAL,NOT SPECIFIED,"169,000",(L)
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,WILSON,195,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",14,,14,,,,TOTAL,NOT SPECIFIED,14,32.2
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,WILSON,195,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,22000,,22000,TOTAL,NOT SPECIFIED,"22,000",(L)
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,ALEXANDER,3,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",28,,28,,,,TOTAL,NOT SPECIFIED,28,32.2
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,ALEXANDER,3,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,606000,,606000,TOTAL,NOT SPECIFIED,"606,000",(L)
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,CATAWBA,35,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",49,,49,,,,TOTAL,NOT SPECIFIED,49,32.2
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,CATAWBA,35,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,112000,,112000,TOTAL,NOT SPECIFIED,"112,000",(L)
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,CHATHAM,37,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",106,,106,,,,TOTAL,NOT SPECIFIED,106,32.2
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,CHATHAM,37,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,1217000,,1217000,TOTAL,NOT SPECIFIED,"1,217,000",(L)
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,DAVIDSON,57,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",69,,69,,,,TOTAL,NOT SPECIFIED,69,32.2
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,DAVIDSON,57,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,553000,,553000,TOTAL,NOT SPECIFIED,"553,000",(L)
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,DAVIE,59,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",28,,28,,,,TOTAL,NOT SPECIFIED,28,32.2
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,DAVIE,59,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,151000,,151000,TOTAL,NOT SPECIFIED,"151,000",(L)
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,IREDELL,97,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",70,,70,,,,TOTAL,NOT SPECIFIED,70,32.2
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,IREDELL,97,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,2136000,,2136000,TOTAL,NOT SPECIFIED,"2,136,000",(L)
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,LEE,105,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",37,,37,,,,TOTAL,NOT SPECIFIED,37,32.2
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,LEE,105,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,116000,,116000,TOTAL,NOT SPECIFIED,"116,000",(L)
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,RANDOLPH,151,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",66,,66,,,,TOTAL,NOT SPECIFIED,66,32.2
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,RANDOLPH,151,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,1174000,,1174000,TOTAL,NOT SPECIFIED,"1,174,000",(L)
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,ROWAN,159,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",55,,55,,,,TOTAL,NOT SPECIFIED,55,32.2
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,ROWAN,159,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,1903000,,1903000,TOTAL,NOT SPECIFIED,"1,903,000",(L)
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,WAKE,183,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",97,,97,,,,TOTAL,NOT SPECIFIED,97,32.2
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,WAKE,183,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,1238000,,1238000,TOTAL,NOT SPECIFIED,"1,238,000",(L)
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,BERTIE,15,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",2,,2,,,,TOTAL,NOT SPECIFIED,2,32.2
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,BERTIE,15,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,, (D),,,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,CAMDEN,29,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",2,,2,,,,TOTAL,NOT SPECIFIED,2,32.2
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,CAMDEN,29,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,, (D),,,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,CHOWAN,41,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",5,,5,,,,TOTAL,NOT SPECIFIED,5,32.2
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,CHOWAN,41,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,, (D),,,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,CURRITUCK,53,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",17,,17,,,,TOTAL,NOT SPECIFIED,17,32.2
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,CURRITUCK,53,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,143000,,143000,TOTAL,NOT SPECIFIED,"143,000",(L)
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,DARE,55,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",4,,4,,,,TOTAL,NOT SPECIFIED,4,32.2
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,DARE,55,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,37000,,37000,TOTAL,NOT SPECIFIED,"37,000",(L)
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,EDGECOMBE,65,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",18,,18,,,,TOTAL,NOT SPECIFIED,18,32.2
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,EDGECOMBE,65,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,1552000,,1552000,TOTAL,NOT SPECIFIED,"1,552,000",(L)
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,GATES,73,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",7,,7,,,,TOTAL,NOT SPECIFIED,7,32.2
CENSUS,2022,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,GATES,73,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,759000,,759000,TOTAL,NOT SPECIFIED,"759,000",(L)
